recordid,name,cwid
006Pn00000hyW9wIAE,VCA DeNovo Animal Hospital - 24-0180C,5431
006Pn00000hyW9xIAE,Okemos Public Schools BP4 Pressing Needs - Ctrl 24-0202,5432
006Pn00000hyW9yIAE,DHS US Coast Guard Office Grand Haven - 24-0181C,5433
006Pn00000hyW9zIAE,Alcona CS | Walk In Temp Monitoring 24-0179S,5434
006Pn00000hyWA0IAM,Raymond E Shepherd House - 22-1059T,5435
006Pn00000hyWA1IAM,Alcona Schools Walk In Freezer Move 24-0152S,5437
006Pn00000hyWA2IAM,Pure Aluminum PEMB - TAB 24-0198,5438
006Pn00000hyWA3IAM,City of Holland Wow Ice Rink - TAB 24-0217,5439
006Pn00000hyWA4IAM,East Jackson PS HS Jace SMA 24-0160,5440
006Pn00000hyWA5IAM,Henry Ford Macomb Hospital - SSA(Yr 2) 23-0462,5441
006Pn00000hyWA6IAM,Chesterfield Township BP2 Township Hall - Ctrl 24-0212,5442
006Pn00000hyWA7IAM,Centreville Elementary Addition & Stadium Upgrades - 24-0213T,5443
006Pn00000hyWA8IAM,Barry State Game Area Pole Barn - Ctrl/Tab 24-0187,5444
006Pn00000hyWA9IAM,Lawton Elementary School FCU Replacement - Ctrl/Tab 24-0188,5445
006Pn00000hyWAAIA2,Northpointe Christian Schools Elementary New Unit Vents and Fan Coils 24-0070,5446
006Pn00000hyWABIA2,Gasser Bush Associates Controls Service 24-0189,5447
006Pn00000hyWACIA2,Hartford Ambulance Facility - Tab 24-0199,5448
006Pn00000hyWADIA2,Core Storage & Test Lab Building TAB 23-1365T,5449
006Pn00000hyWAEIA2,DTA Bldg 212 MAU Phase 3 _ 24-0190,5450
006Pn00000hyWAFIA2,23-1238C - DTA Bldg 230 ADP AHU CTRLS- Actuator Change Order 24-0191,5451
006Pn00000hyWAGIA2,Wayland Union Schools Pine St Gym Renovations - 23-1501T,5452
006Pn00000hyWAHIA2,SCIO Township Hall - CTRL 24-0193,5453
006Pn00000hyWAIIA2,Scholten Fant Front End Upgrade 24-0194,5454
006Pn00000hyWAJIA2,Motion Dynamics RTU 6A Controller Replacement 24-0195,5455
006Pn00000hyWAKIA2,Meijer 982 AHU 5 Kitchen Upgrades with Hurst 23-1035,5456
006Pn00000hyWALIA2,Detroit Deisel DDC M16 Garage Renovations - Ctrl 24-0200,5457
006Pn00000hyWAMIA2,St. Ignace Schools BP#1 TAB 24-0196T,5458
006Pn00000hyWANIA2,Lowell Area Schools HS Athletics Stadium - TAB 24-0201,5459
006Pn00000hyWAOIA2,Besser Museum Reheat Controls 24-0184C,5460
006Pn00000hyWAPIA2,Tahquamenon Area schools 23-0512T CO #1,5461
006Pn00000hyWAQIA2,Otsego Memorial Hospital 24-0205T,5462
006Pn00000hyWARIA2,HFH Macomb 1st Floor Rapid Treatment - CTRLs 24-0207,5463
006Pn00000hyWASIA2,Wayland PS Steeby HP 3 Controller 24-0209,5464
006Pn00000hyWATIA2,Mahle Controls Upgrades 24-0215,5465
006Pn00000hyWAUIA2,Roskam S2 Compressor Integration 24-0216,5466
006Pn00000hyWAVIA2,Master Tag Inc - CTRL/TAB 24-0228,5467
006Pn00000hyWAWIA2,MMMC Alpena - AHU 18 Controls,5468
006Pn00000hyWAXIA2,Grand Haven Charter Township Fire Rescue - 24-0261T,5469
006Pn00000hyWAYIA2,Holland Public Schools Holland Heights - TAB 24-0238,5470
006Pn00000hyWAZIA2,23-100C - Change Order -Premier Surgical Center AHU2 HW Actuator  24-0219,5471
006Pn00000hyWAaIAM,KTC AHU-4B Controller Replacement 24-0220,5472
006Pn00000hyWAbIAM,Surfari Joe`s VFD Replacement 24-0222,5473
006Pn00000hyWAcIAM,Emmett Township Hall Renovations - TAB 24-0225,5474
006Pn00000hyWAdIAM,Detroit Deisel Telephone Room AC - CTRL 24-0223,5475
006Pn00000hyWAeIAM,Hastings Library TAB T&M,5479
006Pn00000hyWAfIAM,City Hall SMA 24-0221,5480
006Pn00000hyWAgIAM,Tenniswood  PCX expansion modules 24-0229,5481
006Pn00000hyWAhIAM,Controller troubleshooting 24-0211,5482
006Pn00000hyWAiIAM,Caledonia Kraft Meadows VFD 24-0230,5483
006Pn00000hyc6WIAQ,Sunset Manor Grand Haven,3383
006Pn00000hyc6XIAQ,The Rapid Ellsworth Renovation BP 1 - TAB 23-0001,3384
006Pn00000hyc6YIAQ,Dewitt SCCMUA Waste Water Treatment Facility 23-0003C,3385
006Pn00000hyc6ZIAQ,21-0933 Mt Morris JACE Install CR2,3386
006Pn00000hyc6aIAA,FEMA Corporation Portage - TAB/Ctrl Wiring 23-0021,3387
006Pn00000hyc6bIAA,Family Dollar Edmore - TAB/Ctrl Wiring 23-0010,3388
006Pn00000hyc6cIAA,Midtown West 1 Detroit - Ctrl/TAB 23-0017 ***Rebid,3389
006Pn00000hyc6dIAA,Huntington Bank Byron Center - TAB 22-0008,3390
006Pn00000hyc6eIAA,Rockwell Medical Cleanroom - TAB 23-0055T,3391
006Pn00000hyc6fIAA,Odyssey Entertainment SMA 23-009,3392
006Pn00000hyc6gIAA,Sparrow Eaton Negative Pressure Iso Rooms - TAB 23-0029,3393
006Pn00000hyc6hIAA,GVSU Fieldhouse Zone D - TAB 23-0020,3394
006Pn00000hyc6iIAA,Calvin University Spaud Reno - TAB 23-0011T,3395
006Pn00000hyc6jIAA,OST Phase 1 Interior Reno - TAB 23-0013,3396
006Pn00000hyc6kIAA,Mercy Health Rockford ED - 23-0026T,3397
006Pn00000hyc6lIAA,Charles River Lab M1/M2 - TAB 23-0047,3398
006Pn00000hyc6mIAA,Chelsea Buildings 300 & 400 23-0010,3399
006Pn00000hyc6nIAA,Bay Mills Maintenance Bldg 23-0012T,3400
006Pn00000hyc6oIAA,Lake Lansing Surgery Center - CTRL/TAB,3401
006Pn00000hyc6pIAA,Manistee Pool Boiler Upgrade 22-0899,3402
006Pn00000hyc6qIAA,Wilo pump integration 22-1184,3403
006Pn00000hyc6rIAA,VFD's upgrades 22-1176,3404
006Pn00000hyc6sIAA,Northern Biomolecular - TAB 22-1043T,3405
006Pn00000hyc6tIAA,Art Mulder Cold Link Phase 2 - Ctrl Wiring 22-0697C/TAB 22-0697T,3406
006Pn00000hyc6uIAA,CO2 - 2119C22 GPS,3409
006Pn00000hyc6vIAA,2073C21 - CO4,3410
006Pn00000hyc6wIAA,SER Metro Detroit - CTRL 23-0014C,3411
006Pn00000hyc6xIAA,21-0813JHT - CO1,3412
006Pn00000hyc6yIAA,22-0171T2 - CO1,3413
006Pn00000hyc6zIAA,21-0813HST - CO1,3414
006Pn00000hyc70IAA,2149T22 - CO1,3415
006Pn00000hyc71IAA,Swan Valley HS Auditorium and Learning Center - TAB 23-0015,3416
006Pn00000hyc72IAA,Alcona Community Schools Boiler TAB,3417
006Pn00000hyc73IAA,1986C21 | Mitchell Creek Meadows CO #1,3418
006Pn00000hyc74IAA,Alro Steel Niles Office Controls CO#1   23-0022,3419
006Pn00000hyc75IAA,22-0796 T 4Front Credit Union Muskegon,3420
006Pn00000hyc76IAA,Three Rivers Middle School 23-0035T,3421
006Pn00000hyc77IAA,Romeo Middle School Cafeteria Upgrades   22-1088,3422
006Pn00000hyc78IAA,22-0796 T 4 Front Credit Union Zeeland,3423
006Pn00000hyc79IAA,22-0796  T 4 Front Credit Union Holland,3424
006Pn00000hyc7AIAQ,Montague Schools Bid Tower Pinkster Job,3425
006Pn00000hyc7BIAQ,Pump Status 23-0023,3426
006Pn00000hyc7CIAQ,GymKind Graphics 23-0025,3427
006Pn00000hyc7DIAQ,Big Rapids Armory Reno - TAB 23-0034,3428
006Pn00000hyc7EIAQ,Principal Group - 3400 Pine Tree 23-0028,3429
006Pn00000hyc7FIAQ,Roskam S1 Condensate Meter 23-0031,3430
006Pn00000hyc7GIAQ,Kelloggsville MS ERU Re programing 23-0030,3431
006Pn00000hyc7HIAQ,Grand Oaks Baldwin MAU Testing 23-0037,3432
006Pn00000hyc7IIAQ,Gladwin Pines Nursing MAU Testing 23-0038,3433
006Pn00000hyc7JIAQ,Lakewoods Nursing Center MAU Testing 23-0039,3434
006Pn00000hyc7KIAQ,Maplewoods Manor MAU Testing 23-0040,3435
006Pn00000hyc7LIAQ,Huron Woods MAU Testing 23-0041,3436
006Pn00000hyc7MIAQ,Northwoods Nursing Center MAU Testing 23-0042,3437
006Pn00000hyc7NIAQ,Stratford Pines MAU testing 23-0043,3438
006Pn00000hyc7OIAQ,West Hickory Haven MAU Testing 23-0044,3439
006Pn00000hyc7PIAQ,Westwoods of Bridgman MAU Testing 23-0045,3440
006Pn00000hyc7QIAQ,Westwoods of Niles MAU Testing 23-0046,3441
006Pn00000hyc7RIAQ,Kent City Baptist Controls Upgrade 23-0053,3444
006Pn00000hyc7SIAQ,Coopersville Area PS West Elementary - TAB 23-0053,3445
006Pn00000hyc7TIAQ,Corunna PS Louise Peacock Improvements 23-0160C,3446
006Pn00000hyc7UIAQ,Kalamazoo PS Woods Lake - TAB 22-0876T,3447
006Pn00000hyc7VIAQ,Grandville 5/6 Middle School - TAB 22-1012T,3448
006Pn00000hyc7WIAQ,Okemos Church RTU 1 23-0054 Proposal,3449
006Pn00000hyc7XIAQ,Ramblewood Community Building - TAB 22-0959T,3450
006Pn00000hyc7YIAQ,"Okemos Church RTU 1,2,4,5 23-0054",3451
006Pn00000hyc7ZIAQ,Holton PS UV C-101 23-0056,3452
006Pn00000hyc7aIAA,Belding PS Ellis Elementary - TAB 22-1000T,3453
006Pn00000hyc7bIAA,Construction Simplified 2nd Floor Buildout - TAB 23-0057T,3454
006Pn00000hyc7cIAA,Belding PS Orchard Hill Elem - TAB 23-0058T,3455
006Pn00000hyc7dIAA,Alpena County Airport RTU 1&2 Controls 22-0161C,3456
006Pn00000hyc7eIAA,Hillsdale Medical AHU_03 and 04 23-0059,3457
006Pn00000hyc7fIAA,Whirlpool GH Water Meter 23-0060,3458
006Pn00000hyc7gIAA,RCS Moister Sensor 23-0062,3459
006Pn00000hyc7hIAA,APS HS C118 UV 22-0693S,3460
006Pn00000hyc7iIAA,Jeanna in White - TAB 23-0064T,3461
006Pn00000hyc7jIAA,Twisthink GR Innovation Park - TAB 22-0848T,3462
006Pn00000hyc7kIAA,KRESA CTE Center BP4 23-0162T,3463
006Pn00000hyc7lIAA,Holland HS Renovation - TAB 23-0099,3464
006Pn00000hyc7mIAA,Grand Rapids PS Congress 22-0996T,3465
006Pn00000hyc7nIAA,GRPS Congress Elementary - CTRL 22-0996C,3466
006Pn00000hyc7oIAA,Alerton stats 23-0065,3467
006Pn00000hyc7pIAA,Montmorency County Dampers 23-0068,3468
006Pn00000hyc7qIAA,AMAESD RTU 1 Duct Repair & EF Installation,3469
006Pn00000hyc7rIAA,Lowell Murray Lake - TAB 22-1038T,3471
006Pn00000hyc7sIAA,MMMC- Ionization in General Surgery Bldg,3472
006Pn00000hyc7tIAA,Big Rapids Middle School - TAB 23-0067T,3473
006Pn00000hyc7uIAA,Newaygo PS Velma Elementary Admin Reno - CTRL 22-0941C,3474
006Pn00000hyc7vIAA,Newaygo PS Velma Elementary Admin Reno - TAB 22-0941T,3475
006Pn00000hyc7wIAA,J&H Coopersville 76 West Restaurant 23-0069,3477
006Pn00000hyc7xIAA,RHS Pool Pump Status 23-0070,3478
006Pn00000hyc7yIAA,Wayland MOB - TAB 23-0073,3479
006Pn00000hyc7zIAA,Immaculate Conception Parish Adds & Reno 22-0647T,3481
006Pn00000hyc80IAA,King Milling D Mill 22-0964T,3482
006Pn00000hyc81IAA,Sparta Appleview Elementary Gym Mechanical Upgrades - TAB 23-0074,3483
006Pn00000hyc82IAA,KVCC Science 2110 Renovation - TAB 23-0075,3484
006Pn00000hyc83IAA,Zeeland - Main Ave Snowmelt And Streetscape - TAB 23-0076,3485
006Pn00000hyc84IAA,Galesburg-Augusta Primary 22-0911C,3486
006Pn00000hygBjIAI,Hampton Inn Valent startup 23-0717,4236
006Pn00000hygBkIAI,Cleanroom controls 23-0715,4237
006Pn00000hygBlIAI,State Funding,4239
006Pn00000hygBmIAI,"Controls, TAB",4240
006Pn00000hygBnIAI,OAK,4243
006Pn00000hygBoIAI,"Controls, TAB",4244
006Pn00000hygBpIAI,Hales Schools Energy Rebate,4245
006Pn00000hygBqIAI,Turning Point Mechanical SSA 23-0721,4246
006Pn00000hygBrIAI,River Terrace CRC - TAB 23-0727,4247
006Pn00000hygBsIAI,Bay Mills Justice Center TAB 23-0723T,4248
006Pn00000hygBtIAI,Meijer 246 Canal Winchester Pharmacy RTU 22-1071,4249
006Pn00000hygBuIAI,Munson Cadillac Hospital New CT Scanner Project - TAB 23-0726,4250
006Pn00000hygBvIAI,22-0240C CO1,4252
006Pn00000hygBwIAI,Corunna PS Louise Peacock Improvements 23-0160T,4253
006Pn00000hygBxIAI,2187T22 CO1,4254
006Pn00000hygByIAI,22-1175T CO2,4255
006Pn00000hygBzIAI,Jones Lang LaSalle - Guardian Industries RTU Replacement 23-0664,4256
006Pn00000hygC0IAI,DTE Energy Detroit On-Call SSA,4257
006Pn00000hygC1IAI,Pneumatics VAV to DDC upgrade 23-0718,4258
006Pn00000hygC2IAI,NAVFAC Marine Center - 23-0734T,4259
006Pn00000hygC3IAI,Cadillac Manistee Fire Operations Center - TAB/Wiring 23-0733,4260
006Pn00000hygC4IAI,Besser Company AHU Repairs 6/2023,4261
006Pn00000hygC5IAI,Northern Eye Dr. Curriers Master Bed AHU Replacement,4262
006Pn00000hygC6IAI,Newberry DNR CSC 23-0728C,4263
006Pn00000hygC7IAI,Michigan State Police Training Academy 23-0737C,4265
006Pn00000hygC8IAI,St. Ignatius Additional Cameras,4266
006Pn00000hygC9IAI,Whirlpool Edgewater Tech Center Boiler#1 Replacement  23-0736,4267
006Pn00000hygCAIAY,Montague High School Performance Addition - TAB  23-0741,4268
006Pn00000hygCBIAY,Fox Run Senior Living Boiler Replacement - CTRL 23-0743,4269
006Pn00000hygCCIAY,Kalamazoo County Downtown Justice Facility 21-0170T,4270
006Pn00000hygCDIAY,St. Joseph Public Schools Bipolar Ionization - CTRL 23-0745,4271
006Pn00000hygCEIAY,Motorola Solutions Mechanical SSA 23-0639,4272
006Pn00000hygCFIAY,St. Paul Albanian Catholic Church - RTU Repair 23-0731,4273
006Pn00000hygCGIAY,Detroit Academy of Arts & Sciences - RTU10 Replacement 23-0683,4274
006Pn00000hygCHIAY,PCSI Quarterly Controls & Mech SSA 23-0744,4275
006Pn00000hygCIIAY,LaCosse & Associates TAB 23-0742T,4276
006Pn00000hygCJIAY,Doug Meijer Medical Innovations Bldg BAMF ERU 23-0746T,4277
006Pn00000hygCKIAY,Alpena Housing Commision Fowler/River Key card & Intercom 23-0775C,4278
006Pn00000hygCLIAY,Trinity Health St Mary's Crisis Stabilization - TAB 23-0748,4279
006Pn00000hygCMIAY,Raymond E Shepherd House - 22-1059C,4280
006Pn00000hygCNIAY,Premier Surgical Center Controls 23-1000,4281
006Pn00000hygCOIAY,Unity Christian High School - 23-0420T,4282
006Pn00000hygCPIAY,Ludington Schools Football Field Team Room - TAB 23-0749,4283
006Pn00000hygCQIAY,MMMC AHU 6 &16 Replacement,4284
006Pn00000hygCRIAY,Mid Michigan College Maintenance Building & Salt Barn - CTRL 23-0752,4285
006Pn00000hygCSIAY,Orange Theory Fitness - CTRL/TAB 23-0755,4286
006Pn00000hygCTIAY,Dollar Tree Newaygo - CTRL/TAB 23-0754,4287
006Pn00000hygCUIAY,Gerald R Ford Airport New Rental Car Facility - 23-0756T,4289
006Pn00000hygCVIAY,Controls upgrade 23-0710,4290
006Pn00000hygCWIAY,AHU-4 controls,4291
006Pn00000hygCXIAY,KRESA 1501 Milham VAV 23-0758,4292
006Pn00000hygCYIAY,Detroit Diesel Corp Powertrain Test Center Women's Restroom - Bulletin 2 CTRL,4293
006Pn00000hygCZIAY,Alpena CRTC Tower Building HVAC Replacement,4294
006Pn00000hygCaIAI,AHU Actuators 23-0759,4295
006Pn00000hygCbIAI,AX to N4 upgrade 23-0712,4296
006Pn00000hygCcIAI,Chasing Vanity - TAB 23-0766,4297
006Pn00000hygCdIAI,Hillsdale County Annex Jace 23-0765,4298
006Pn00000hygCeIAI,Allendale WRRF Plant Water Resource Facility - 23-0819C,4299
006Pn00000hygCfIAI,VAMC Battle Creek HVAC Upgrades Phase 2 - TAB 23-0821,4300
006Pn00000hygCgIAI,Dablon Vineyard AX to N4 Upgrade 23-0768,4301
006Pn00000hygChIAI,Baldwin Elem Domestic Control 23-0769,4302
006Pn00000hygCiIAI,Peplinski Group Northwoods AHU Freeze Stat 23-0770,4303
006Pn00000hygCjIAI,*Ionia ISD Freedom Acres Secondary ASD - 23-0817T,4304
006Pn00000hygCkIAI,"Roseville Schools, Middle School ERU 1 drive replacement 23-0686",4305
006Pn00000hygClIAI,Mid Michigan College Maintenance Building & Salt Barn - TAB 23-0752,4306
006Pn00000hygCmIAI,Meijer DC 888 with Hurst 23-0111-T,4307
006Pn00000hygCnIAI,Henry Ford Macomb Hospital - Sensor Replacement 23-0774,4308
006Pn00000hygCoIAI,GVSU Henry Hall Tutoring Center - TAB,4309
006Pn00000hygCpIAI,Overtime charge - Job number 2045sp21,4310
006Pn00000hygCqIAI,Building Audit 23-0777,4311
006Pn00000hygCrIAI,Turning Point BAS SSA 23-0721,4312
006Pn00000hygCsIAI,Henry Ford Macomb Hospital - Chesterfield Controller Replacement 23-0774,4313
006Pn00000hygCtIAI,PCSI - Detroit Arsenal Bldg 212 MAU Controls 23-0779,4315
006Pn00000hygCuIAI,Whirlpool Joliet RTU Repairs (Hurst Mechanical doing mech repairs),4316
006Pn00000hygCvIAI,Detroit Diesel AVI SM Layout 23-0782C,4317
006Pn00000hygCwIAI,Dablon Vineyard Stat 23-0783,4318
006Pn00000hygCxIAI,Northview PS Freezer-Cooler Monitoring 23-0771,4319
006Pn00000hygCyIAI,Henry Ford Hospice Home 23-0784,4320
006Pn00000hygCzIAI,Multizone valve  23-0759,4321
006Pn00000hygD0IAI,Hillsdale Airport New Terminal - TAB 23-0794,4322
006Pn00000hygD1IAI,Dearborn Haigh Elementary - CTRL/TAB 23-0810,4323
006Pn00000hygD2IAI,Gordon Food Service Brighton Distibution Center - TAB 23-0792,4324
006Pn00000hygD3IAI,Mancelona PS Middle School Boiler - TAB 23-0818T,4325
006Pn00000hygD4IAI,Warren Fire Stations #1 & #5 CTRL/TAB - 23-0826,4326
006Pn00000hygD5IAI,Alpena Maintenace Hangar & Shops - TAB 23-0802,4327
006Pn00000hygD6IAI,Dollar Tree Parchment - TAB 23-0791,4328
006Pn00000hygD7IAI,Sterling Height Fire 5 - CTRL/TAB 23-0825,4329
006Pn00000hygD8IAI,Hillsdale College Knorr Center - TAB 23-0795,4330
006Pn00000hygD9IAI,Pitaway Grand Rapids - TAB 23-0790,4331
006Pn00000hygDAIAY,Concord Elementary School/Middle School - CTRL/TAB 23-0822,4332
006Pn00000hygDBIAY,St. Clair WWTP - TAB 23-0789,4333
006Pn00000hygDCIAY,Family Promise Church 23-0796T,4334
006Pn00000hygDDIAY,Alpena County Health Dept Building AHU #3 Compressor,4335
006Pn00000hygDEIAY,Country Schoolhouse Daycare TAB 23-0787T,4336
006Pn00000hygDFIAY,ACC Key Card System Presidents Office,4337
006Pn00000hygDGIAY,Hillman Schools Additional Key Card Work 23-0672C,4338
006Pn00000hygDHIAY,Aldi Cedar Springs - TAB,4339
006Pn00000hygDIIAY,443 Division Grand Rapids - TAB/Wiring 23-0800,4340
006Pn00000hymIlIAI,Lithia Motors Porsche Novi - CTRL/TAB 23-1069,4655
006Pn00000hymImIAI,SMA Upgrades 23-0974,4656
006Pn00000hymInIAI,Blue Pearl Grand Rapids - TAB 23-1006T,4657
006Pn00000hymIoIAI,Microbiologics Office & Lab Renovation - 23-1079C,4658
006Pn00000hymIpIAI,State of MI External Storage Bldg - TAB 23-1075,4659
006Pn00000hymIqIAI,Redemption Church - TAB/Wiring 23-1071,4660
006Pn00000hymIrIAI,Comstock Public Schools High School Renovations - CTRL Budget,4661
006Pn00000hymIsIAI,Kentwood Public Schools Hamilton Elem Addition - TAB 23-1113,4662
006Pn00000hymItIAI,Ada Residential Building - TAB/CTRL Wiring 23-1074,4663
006Pn00000hymIuIAI,CRTC Renovate Armory,4664
006Pn00000hymIvIAI,Newaygo Public Schools Transportation Building,4665
006Pn00000hymIwIAI,Whirlpool Global Consumer Design Renovation 23-1076T,4666
006Pn00000hymIxIAI,Lansing Surgical RTU 1 23-1077,4667
006Pn00000hymIyIAI,Gun Lake High Limit & Noodle Bar - TAB 23-1078,4668
006Pn00000hymIzIAI,*Lapeer Community Schools - CTRL 23-1119,4669
006Pn00000hymJ0IAI,Whirlpool Joliet Rupp 3 MAU Replacements From Storm Damage 23-0955,4670
006Pn00000hymJ1IAI,Surfari Joe’s Pool Unit Repair 23-1081,4671
006Pn00000hymJ2IAI,Northview HS AHU 3 VFD 23-1080,4672
006Pn00000hymJ3IAI,Building adds 22-0368,4673
006Pn00000hymJ4IAI,UPA High School Controls Material 23-1082,4674
006Pn00000hymJ5IAI,Department of Veterans Affairs 3rd Floor Renovation Saginaw - TAB 23-1085,4675
006Pn00000hymJ6IAI,City of Wyoming Clean Water Plant Locker & Office Renovations - TAB 23-1086,4676
006Pn00000hymJ7IAI,Caledonia MDF Duncan Lake 23-1088,4679
006Pn00000hymJ8IAI,The Duck - TAB 23-1092,4680
006Pn00000hymJ9IAI,Install New Wifi Stats,4681
006Pn00000hymJAIAY,Atlanta Schools Additional Key Card,4682
006Pn00000hymJBIAY,Henry Ford Macomb Hospital - Chesterfield VAVs 23-1180,4684
006Pn00000hymJCIAY,*Kentwood Public Schools Freshman Campus Renovation - TAB/CX 23-1131,4685
006Pn00000hymJDIAY,*Zeeland Public Schools BP8 Adams Elem & Wood Bridge Elem - CX,4686
006Pn00000hymJEIAY,Gobles Veterinary Clinic - TAB 23-1101T,4687
006Pn00000hymJFIAY,APS- Plasma Hood Installation 23-1096S,4688
006Pn00000hymJGIAY,Mancelona Public Schools Middle School Boilers 23-0818C,4689
006Pn00000hymJHIAY,Bay Mills Hotel TAB 23-0724T,4690
006Pn00000hymJIIAY,Project Alpine Controls 23-1098C,4691
006Pn00000hymJJIAY,Calvin University Stadium Phase 2 - TAB 23-1136T,4692
006Pn00000hymJKIAY,Suites on Arbutus Ave TAB 23-1099T,4693
006Pn00000hymJLIAY,Aldi Store Alpena TAB 23-1100T,4694
006Pn00000hymJMIAY,Dollar Tree Battle Creek - TAB 23-1112,4696
006Pn00000hymJNIAY,Temple Emanuel Renovation 23-1103T,4697
006Pn00000hymJOIAY,Hartford Terrace Apartments 22-0517C,4698
006Pn00000hymJPIAY,Sparrow Ionia Rehab Tenant Improvement 23-0658C,4699
006Pn00000hymJQIAY,Caledonia HS AHU 1 Upgrades 23-1104,4700
006Pn00000hymJRIAY,Caledonia HS HP 137 23-1105,4701
006Pn00000hymJSIAY,Caledonia Emmons Lake Upgrades 23-1091,4702
006Pn00000hymJTIAY,Rivian 23-0130T,4703
006Pn00000hymJUIAY,Caledonia Kraft Medows AHU Upgrades 23-1106,4704
006Pn00000hymJVIAY,New Buffalo Schools I-Wave Replacement 23-1107,4705
006Pn00000hymJWIAY,Aquinas Lighting Control 23-1110,4706
006Pn00000hymJXIAY,Pine Rest PBHCE - TAB 23-1117,4707
006Pn00000hymJYIAY,Comstock Public Schools High School Renovations 23-1157T,4708
006Pn00000hymJZIAY,Harrison Community Schools Mech Upgrades - TAB 23-1165,4709
006Pn00000hymJaIAI,Montabella Community Schools Classroom Remodel 23-0952T,4710
006Pn00000hymJbIAI,Covenant Living of the Great Lakes - TAB 23-1114,4711
006Pn00000hymJcIAI,BMW Mercedes Dealership Ann Arbor -CTRL wiring/Gas Detection 23-1116,4712
006Pn00000hymJdIAI,Roof top unit preventative maintenance,4713
